,Practice.Code,IMD,Year
3308,A83037,24.87895763,2022
3309,A83037,24.87895763,2023
3310,A83037,24.87895763,2024
3311,A83037,24.87895763,2025
3312,A83038,19.90247979,2010
3313,A83038,19.46398098,2011
3314,A83038,19.02548217,2012
3315,A83038,18.58698335,2013
3316,A83038,18.14848454,2014
3317,A83038,17.70998573,2015
3318,A83038,17.90421375,2016
3319,A83038,18.09844178,2017
3320,A83038,18.2926698,2018
3321,A83038,18.48689782,2019
3322,A83038,18.48689782,2020
3323,A83038,18.48689782,2021
3324,A83038,18.48689782,2022
3325,A83038,18.48689782,2023
3326,A83038,18.48689782,2024
3327,A83038,18.48689782,2025
3328,A83040,32.18247626,2010
3329,A83040,31.93645659,2011
3330,A83040,31.69043692,2012
3331,A83040,31.44441726,2013
3332,A83040,31.19839759,2014
3333,A83040,30.95237792,2015
3334,A83040,31.66922854,2016
3335,A83040,32.38607916,2017
3336,A83040,33.10292977,2018
3337,A83040,33.81978039,2019
3338,A83040,33.81978039,2020
3339,A83040,33.81978039,2021
3340,A83040,33.81978039,2022
3341,A83040,33.81978039,2023
3342,A83040,33.81978039,2024
3343,A83040,33.81978039,2025
3344,A83041,34.13205469,2010
3345,A83041,32.9734482,2011
3346,A83041,31.8148417,2012
3347,A83041,30.65623521,2013
3348,A83041,29.49762871,2014
3349,A83041,28.33902222,2015
3350,A83041,29.18432592,2016
3351,A83041,30.02962962,2017
3352,A83041,30.87493331,2018
3353,A83041,31.72023701,2019
3354,A83041,31.72023701,2020
3355,A83041,31.72023701,2021
3356,A83041,31.72023701,2022
3357,A83041,31.72023701,2023
3358,A83041,31.72023701,2024
3359,A83041,31.72023701,2025
3360,A83042,39.46710581,2010
3361,A83042,38.29738617,2011
3362,A83042,37.12766654,2012
3363,A83042,35.9579469,2013
3364,A83042,34.78822727,2014
3365,A83042,33.61850763,2015
3366,A83042,33.61850763,2016
3367,A83042,33.61850763,2017
3368,A83042,33.61850763,2018
3369,A83042,33.61850763,2019
3370,A83042,33.61850763,2020
3371,A83042,33.61850763,2021
3372,A83042,33.61850763,2022
3373,A83042,33.61850763,2023
3374,A83042,33.61850763,2024
3375,A83042,33.61850763,2025
3376,A83043,14.41434447,2010
3377,A83043,15.29962412,2011
3378,A83043,16.18490377,2012
3379,A83043,17.07018343,2013
3380,A83043,17.95546308,2014
3381,A83043,18.84074273,2015
3382,A83043,18.93640814,2016
3383,A83043,19.03207354,2017
3384,A83043,19.12773895,2018
3385,A83043,19.22340435,2019
3386,A83043,19.22340435,2020
3387,A83043,19.22340435,2021
3388,A83043,19.22340435,2022
3389,A83043,19.22340435,2023
3390,A83043,19.22340435,2024
3391,A83043,19.22340435,2025
3392,A83044,42.444877,2010
3393,A83044,42.20349169,2011
3394,A83044,41.96210638,2012
3395,A83044,41.72072108,2013
3396,A83044,41.47933577,2014
3397,A83044,41.23795046,2015
3398,A83044,41.75401536,2016
3399,A83044,42.27008026,2017
3400,A83044,42.78614516,2018
3401,A83044,43.30221006,2019
3402,A83044,43.30221006,2020
3403,A83044,43.30221006,2021
3404,A83044,43.30221006,2022
3405,A83044,43.30221006,2023
3406,A83044,43.30221006,2024
3407,A83044,43.30221006,2025
3408,A83045,33.50896201,2010
3409,A83045,33.33772894,2011
3410,A83045,33.16649587,2012
3411,A83045,32.9952628,2013
3412,A83045,32.82402973,2014
3413,A83045,32.65279666,2015
3414,A83045,32.99130103,2016
3415,A83045,33.3298054,2017
3416,A83045,33.66830977,2018
3417,A83045,34.00681414,2019
3418,A83045,34.00681414,2020
3419,A83045,34.00681414,2021
3420,A83045,34.00681414,2022
3421,A83045,34.00681414,2023
3422,A83045,34.00681414,2024
3423,A83045,34.00681414,2025
3424,A83046,12.38719568,2010
3425,A83046,12.87136813,2011
3426,A83046,13.35554058,2012
3427,A83046,13.83971304,2013
3428,A83046,14.32388549,2014
3429,A83046,14.80805794,2015
3430,A83046,14.88459031,2016
3431,A83046,14.96112268,2017
3432,A83046,15.03765505,2018
3433,A83046,15.11418742,2019
3434,A83046,15.11418742,2020
3435,A83046,15.11418742,2021
3436,A83046,15.11418742,2022
3437,A83046,15.11418742,2023
3438,A83046,15.11418742,2024
3439,A83046,15.11418742,2025
3440,A83047,25.50284382,2010
3441,A83047,25.70622261,2011
3442,A83047,25.9096014,2012
3443,A83047,26.11298018,2013
3444,A83047,26.31635897,2014
3445,A83047,26.51973776,2015
3446,A83047,27.39670145,2016
3447,A83047,28.27366513,2017
3448,A83047,29.15062882,2018
3449,A83047,30.0275925,2019
3450,A83047,30.0275925,2020
3451,A83047,30.0275925,2021
3452,A83047,30.0275925,2022
3453,A83047,30.0275925,2023
3454,A83047,30.0275925,2024
3455,A83047,30.0275925,2025
3456,A83048,12.7644567,2010
3457,A83048,12.73446543,2011
3458,A83048,12.70447416,2012
3459,A83048,12.6744829,2013
3460,A83048,12.64449163,2014
3461,A83048,12.61450036,2015
3462,A83048,12.38256845,2016
3463,A83048,12.15063653,2017
3464,A83048,11.91870462,2018
3465,A83048,11.6867727,2019
3466,A83048,11.6867727,2020
3467,A83048,11.6867727,2021
3468,A83048,11.6867727,2022
3469,A83048,11.6867727,2023
3470,A83048,11.6867727,2024
3471,A83048,11.6867727,2025
3472,A83049,21.18462263,2010
3473,A83049,20.8847341,2011
3474,A83049,20.58484557,2012
3475,A83049,20.28495703,2013
3476,A83049,19.9850685,2014
3477,A83049,19.68517997,2015
3478,A83049,19.86219136,2016
3479,A83049,20.03920275,2017
3480,A83049,20.21621414,2018
3481,A83049,20.39322553,2019
3482,A83049,20.39322553,2020
3483,A83049,20.39322553,2021
3484,A83049,20.39322553,2022
3485,A83049,20.39322553,2023
3486,A83049,20.39322553,2024
3487,A83049,20.39322553,2025
3488,A83050,17.81259301,2010
3489,A83050,17.78892393,2011
3490,A83050,17.76525486,2012
3491,A83050,17.74158578,2013
3492,A83050,17.71791671,2014
3493,A83050,17.69424763,2015
3494,A83050,18.0813857,2016
3495,A83050,18.46852377,2017
3496,A83050,18.85566183,2018
3497,A83050,19.2427999,2019
3498,A83050,19.2427999,2020
3499,A83050,19.2427999,2021
3500,A83050,19.2427999,2022
3501,A83050,19.2427999,2023
3502,A83050,19.2427999,2024
3503,A83050,19.2427999,2025
3504,A83051,35.52739923,2010
3505,A83051,34.15857787,2011
3506,A83051,32.7897565,2012
3507,A83051,31.42093514,2013
3508,A83051,30.05211377,2014
3509,A83051,28.68329241,2015
3510,A83051,28.6293604,2016
3511,A83051,28.57542839,2017
3512,A83051,28.52149637,2018
3513,A83051,28.46756436,2019
3514,A83051,28.46756436,2020
3515,A83051,28.46756436,2021
3516,A83051,28.46756436,2022
3517,A83051,28.46756436,2023
3518,A83051,28.46756436,2024
3519,A83051,28.46756436,2025
3520,A83052,28.17316393,2010
3521,A83052,27.92468682,2011
3522,A83052,27.67620971,2012
3523,A83052,27.4277326,2013
3524,A83052,27.17925549,2014
3525,A83052,26.93077838,2015
3526,A83052,26.9651706,2016
3527,A83052,26.99956282,2017
3528,A83052,27.03395504,2018
3529,A83052,27.06834726,2019
3530,A83052,27.06834726,2020
3531,A83052,27.06834726,2021
3532,A83052,27.06834726,2022
3533,A83052,27.06834726,2023
3534,A83052,27.06834726,2024
3535,A83052,27.06834726,2025
3536,A83054,21.80602963,2010
3537,A83054,21.27255231,2011
3538,A83054,20.73907499,2012
3539,A83054,20.20559768,2013
3540,A83054,19.67212036,2014
3541,A83054,19.13864304,2015
3542,A83054,19.55855943,2016
3543,A83054,19.97847581,2017
3544,A83054,20.3983922,2018
3545,A83054,20.81830858,2019
3546,A83054,20.81830858,2020
3547,A83054,20.81830858,2021
3548,A83054,20.81830858,2022
3549,A83054,20.81830858,2023
3550,A83054,20.81830858,2024
3551,A83054,20.81830858,2025
3552,A83055,10.40570722,2010
3553,A83055,10.64623825,2011
3554,A83055,10.88676929,2012
3555,A83055,11.12730032,2013
3556,A83055,11.36783136,2014
3557,A83055,11.60836239,2015
3558,A83055,11.7456283,2016
3559,A83055,11.88289422,2017
3560,A83055,12.02016013,2018
3561,A83055,12.15742604,2019
3562,A83055,12.15742604,2020
3563,A83055,12.15742604,2021
3564,A83055,12.15742604,2022
3565,A83055,12.15742604,2023
3566,A83055,12.15742604,2024
3567,A83055,12.15742604,2025
3568,A83057,45.99305185,2010
3569,A83057,45.7619178,2011
3570,A83057,45.53078375,2012
3571,A83057,45.29964971,2013
3572,A83057,45.06851566,2014
3573,A83057,44.83738161,2015
3574,A83057,44.11284367,2016
3575,A83057,43.38830573,2017
3576,A83057,42.66376778,2018
3577,A83057,41.93922984,2019
3578,A83057,41.93922984,2020
3579,A83057,41.93922984,2021
3580,A83057,41.93922984,2022
3581,A83057,41.93922984,2023
3582,A83057,41.93922984,2024
3583,A83057,41.93922984,2025
3584,A83060,19.39020157,2010
3585,A83060,19.55310629,2011
3586,A83060,19.71601101,2012
3587,A83060,19.87891573,2013
3588,A83060,20.04182045,2014
3589,A83060,20.20472517,2015
3590,A83060,20.66741572,2016
3591,A83060,21.13010626,2017
3592,A83060,21.59279681,2018
3593,A83060,22.05548735,2019
3594,A83060,22.05548735,2020
3595,A83060,22.05548735,2021
3596,A83060,22.05548735,2022
3597,A83060,22.05548735,2023
3598,A83060,22.05548735,2024
3599,A83060,22.05548735,2025
3600,A83061,10.83016649,2010
3601,A83061,11.17164535,2011
3602,A83061,11.5131242,2012
3603,A83061,11.85460306,2013
3604,A83061,12.19608191,2014
3605,A83061,12.53756077,2015
3606,A83061,12.84405865,2016
3607,A83061,13.15055654,2017
3608,A83061,13.45705442,2018
3609,A83061,13.7635523,2019
3610,A83061,13.7635523,2020
3611,A83061,13.7635523,2021
3612,A83061,13.7635523,2022
3613,A83061,13.7635523,2023
3614,A83061,13.7635523,2024
3615,A83061,13.7635523,2025
3616,A83066,28.701047,2010
3617,A83066,28.88568957,2011
3618,A83066,29.07033215,2012
3619,A83066,29.25497472,2013
3620,A83066,29.4396173,2014
3621,A83066,29.62425987,2015
3622,A83066,30.28945434,2016
3623,A83066,30.9546488,2017
3624,A83066,31.61984327,2018
3625,A83066,32.28503773,2019
3626,A83066,32.28503773,2020
3627,A83066,32.28503773,2021
3628,A83066,32.28503773,2022
3629,A83066,32.28503773,2023
3630,A83066,32.28503773,2024
3631,A83066,32.28503773,2025
3632,A83068,42.91197711,2010
3633,A83068,42.79712741,2011
3634,A83068,42.68227771,2012
3635,A83068,42.56742802,2013
3636,A83068,42.45257832,2014
3637,A83068,42.33772862,2015
3638,A83068,42.33772862,2016
3639,A83068,42.33772862,2017
3640,A83068,42.33772862,2018
3641,A83068,42.33772862,2019
3642,A83068,42.33772862,2020
3643,A83068,42.33772862,2021
3644,A83068,42.33772862,2022
3645,A83068,42.33772862,2023
3646,A83068,42.33772862,2024
3647,A83068,42.33772862,2025
3648,A83070,12.58338164,2010
3649,A83070,12.38271724,2011
3650,A83070,12.18205284,2012
3651,A83070,11.98138845,2013
3652,A83070,11.78072405,2014
3653,A83070,11.58005965,2015
3654,A83070,11.41589325,2016
3655,A83070,11.25172686,2017
3656,A83070,11.08756046,2018
3657,A83070,10.92339406,2019
3658,A83070,10.92339406,2020
3659,A83070,10.92339406,2021
3660,A83070,10.92339406,2022
3661,A83070,10.92339406,2023
3662,A83070,10.92339406,2024
3663,A83070,10.92339406,2025
3664,A83071,34.18862343,2010
3665,A83071,32.90212814,2011
3666,A83071,31.61563285,2012
3667,A83071,30.32913756,2013
3668,A83071,29.04264227,2014
3669,A83071,27.75614698,2015
3670,A83071,27.76911236,2016
3671,A83071,27.78207775,2017
3672,A83071,27.79504313,2018
3673,A83071,27.80800851,2019
3674,A83071,27.80800851,2020
3675,A83071,27.80800851,2021
3676,A83071,27.80800851,2022
3677,A83071,27.80800851,2023
3678,A83071,27.80800851,2024
3679,A83071,27.80800851,2025
3680,A83072,13.56440169,2010
3681,A83072,13.40332593,2011
3682,A83072,13.24225017,2012
3683,A83072,13.08117442,2013
3684,A83072,12.92009866,2014
3685,A83072,12.7590229,2015
3686,A83072,12.97779983,2016
3687,A83072,13.19657675,2017
3688,A83072,13.41535368,2018
3689,A83072,13.6341306,2019
3690,A83072,13.6341306,2020
3691,A83072,13.6341306,2021
3692,A83072,13.6341306,2022
3693,A83072,13.6341306,2023
3694,A83072,13.6341306,2024
3695,A83072,13.6341306,2025
3696,A83073,32.67683731,2010
3697,A83073,32.59919258,2011
3698,A83073,32.52154785,2012
3699,A83073,32.44390311,2013
3700,A83073,32.36625838,2014
3701,A83073,32.28861365,2015
3702,A83073,32.59259948,2016
3703,A83073,32.8965853,2017
3704,A83073,33.20057113,2018
3705,A83073,33.50455695,2019
3706,A83073,33.50455695,2020
3707,A83073,33.50455695,2021
3708,A83073,33.50455695,2022
3709,A83073,33.50455695,2023
3710,A83073,33.50455695,2024
3711,A83073,33.50455695,2025
3712,A83074,28.25805647,2010
3713,A83074,28.10330821,2011
3714,A83074,27.94855994,2012
3715,A83074,27.79381168,2013
3716,A83074,27.63906341,2014
3717,A83074,27.48431515,2015
3718,A83074,28.01928414,2016
3719,A83074,28.55425314,2017
3720,A83074,29.08922213,2018
3721,A83074,29.62419112,2019
3722,A83074,29.62419112,2020
3723,A83074,29.62419112,2021
3724,A83074,29.62419112,2022
3725,A83074,29.62419112,2023
3726,A83074,29.62419112,2024
3727,A83074,29.62419112,2025
3728,A83075,35.38462798,2010
3729,A83075,34.11772957,2011
3730,A83075,32.85083115,2012
3731,A83075,31.58393274,2013
3732,A83075,30.31703432,2014
3733,A83075,29.05013591,2015
3734,A83075,29.11373861,2016
3735,A83075,29.17734131,2017
3736,A83075,29.24094401,2018
3737,A83075,29.30454671,2019
3738,A83075,29.30454671,2020
3739,A83075,29.30454671,2021
3740,A83075,29.30454671,2022
3741,A83075,29.30454671,2023
3742,A83075,29.30454671,2024
3743,A83075,29.30454671,2025
3744,A83076,29.82819913,2010
3745,A83076,28.90169525,2011
3746,A83076,27.97519137,2012
3747,A83076,27.04868749,2013
3748,A83076,26.12218361,2014
3749,A83076,25.19567973,2015
3750,A83076,25.19567973,2016
3751,A83076,25.19567973,2017
3752,A83076,25.19567973,2018
3753,A83076,25.19567973,2019
3754,A83076,25.19567973,2020
3755,A83076,25.19567973,2021
3756,A83076,25.19567973,2022
3757,A83076,25.19567973,2023
3758,A83076,25.19567973,2024
3759,A83076,25.19567973,2025
3760,A83603,28.18956156,2010
3761,A83603,27.90694675,2011
3762,A83603,27.62433194,2012
3763,A83603,27.34171713,2013
3764,A83603,27.05910232,2014
3765,A83603,26.77648751,2015
3766,A83603,26.92799454,2016
3767,A83603,27.07950158,2017
3768,A83603,27.23100861,2018
3769,A83603,27.38251564,2019
3770,A83603,27.38251564,2020
3771,A83603,27.38251564,2021
3772,A83603,27.38251564,2022
3773,A83603,27.38251564,2023
3774,A83603,27.38251564,2024
3775,A83603,27.38251564,2025
3776,A83610,40.78164587,2010
3777,A83610,39.04029704,2011
3778,A83610,37.29894822,2012
3779,A83610,35.55759939,2013
3780,A83610,33.81625057,2014
3781,A83610,32.07490174,2015
3782,A83610,32.61686873,2016
3783,A83610,33.15883572,2017
3784,A83610,33.70080271,2018
3785,A83610,34.2427697,2019
3786,A83610,34.2427697,2020
3787,A83610,34.2427697,2021
3788,A83610,34.2427697,2022
3789,A83610,34.2427697,2023
3790,A83610,34.2427697,2024
3791,A83610,34.2427697,2025
3792,A83616,45.32264835,2010
3793,A83616,44.27647322,2011
3794,A83616,43.23029809,2012
3795,A83616,42.18412297,2013
3796,A83616,41.13794784,2014
3797,A83616,40.09177271,2015
3798,A83616,39.96151499,2016
3799,A83616,39.83125727,2017
3800,A83616,39.70099954,2018
3801,A83616,39.57074182,2019
3802,A83616,39.57074182,2020
3803,A83616,39.57074182,2021
3804,A83616,39.57074182,2022
3805,A83616,39.57074182,2023
3806,A83616,39.57074182,2024
3807,A83616,39.57074182,2025
3808,A83617,20.61151735,2010
3809,A83617,20.3343952,2011
3810,A83617,20.05727305,2012
3811,A83617,19.7801509,2013
3812,A83617,19.50302875,2014
3813,A83617,19.2259066,2015
3814,A83617,19.98444272,2016
3815,A83617,20.74297885,2017
3816,A83617,21.50151497,2018
3817,A83617,22.26005109,2019
3818,A83617,22.26005109,2020
3819,A83617,22.26005109,2021
3820,A83617,22.26005109,2022
3821,A83617,22.26005109,2023
3822,A83617,22.26005109,2024
3823,A83617,22.26005109,2025
3824,A83618,22.51399838,2010
3825,A83618,22.17041897,2011
3826,A83618,21.82683956,2012
3827,A83618,21.48326015,2013
3828,A83618,21.13968074,2014
3829,A83618,20.79610133,2015
3830,A83618,21.70813647,2016
3831,A83618,22.62017162,2017
3832,A83618,23.53220676,2018
3833,A83618,24.4442419,2019
3834,A83618,24.4442419,2020
3835,A83618,24.4442419,2021
3836,A83618,24.4442419,2022
3837,A83618,24.4442419,2023
3838,A83618,24.4442419,2024
3839,A83618,24.4442419,2025
3840,A83619,45.66563754,2010
3841,A83619,44.57324709,2011
3842,A83619,43.48085663,2012
3843,A83619,42.38846618,2013
3844,A83619,41.29607572,2014
3845,A83619,40.20368527,2015
3846,A83619,40.54371465,2016
3847,A83619,40.88374404,2017
3848,A83619,41.22377342,2018
3849,A83619,41.5638028,2019
3850,A83619,41.5638028,2020
3851,A83619,41.5638028,2021
3852,A83619,41.5638028,2022
3853,A83619,41.5638028,2023
3854,A83619,41.5638028,2024
3855,A83619,41.5638028,2025
3856,A83622,28.56588604,2010
3857,A83622,27.95797182,2011
3858,A83622,27.3500576,2012
3859,A83622,26.74214338,2013
3860,A83622,26.13422916,2014
3861,A83622,25.52631494,2015
3862,A83622,25.63323636,2016
3863,A83622,25.74015778,2017
3864,A83622,25.84707919,2018
3865,A83622,25.95400061,2019
3866,A83622,25.95400061,2020
3867,A83622,25.95400061,2021
3868,A83622,25.95400061,2022
3869,A83622,25.95400061,2023
3870,A83622,25.95400061,2024
3871,A83622,25.95400061,2025
3872,A83626,28.98570112,2010
3873,A83626,29.20798163,2011
3874,A83626,29.43026213,2012
3875,A83626,29.65254264,2013
3876,A83626,29.87482314,2014
3877,A83626,30.09710365,2015
3878,A83626,30.63524649,2016
3879,A83626,31.17338932,2017
3880,A83626,31.71153216,2018
3881,A83626,32.24967499,2019
3882,A83626,32.24967499,2020
3883,A83626,32.24967499,2021
3884,A83626,32.24967499,2022
3885,A83626,32.24967499,2023
3886,A83626,32.24967499,2024
3887,A83626,32.24967499,2025
3888,A83627,36.45291795,2010
3889,A83627,35.9441131,2011
3890,A83627,35.43530825,2012
3891,A83627,34.92650339,2013
3892,A83627,34.41769854,2014
3893,A83627,33.90889369,2015
3894,A83627,34.29176845,2016
3895,A83627,34.67464321,2017
3896,A83627,35.05751797,2018
3897,A83627,35.44039273,2019
3898,A83627,35.44039273,2020
3899,A83627,35.44039273,2021
3900,A83627,35.44039273,2022
3901,A83627,35.44039273,2023
3902,A83627,35.44039273,2024
3903,A83627,35.44039273,2025
3904,A83630,27.90609999,2010
3905,A83630,27.5653938,2011
3906,A83630,27.22468761,2012
3907,A83630,26.88398142,2013
3908,A83630,26.54327523,2014
3909,A83630,26.20256904,2015
3910,A83630,26.85630615,2016
3911,A83630,27.51004326,2017
3912,A83630,28.16378036,2018
3913,A83630,28.81751747,2019
3914,A83630,28.81751747,2020
3915,A83630,28.81751747,2021
3916,A83630,28.81751747,2022
3917,A83630,28.81751747,2023
3918,A83630,28.81751747,2024
3919,A83630,28.81751747,2025
3920,A83632,39.75433768,2010
3921,A83632,38.64426773,2011
3922,A83632,37.53419778,2012
3923,A83632,36.42412784,2013
3924,A83632,35.31405789,2014
3925,A83632,34.20398794,2015
3926,A83632,34.41078203,2016
3927,A83632,34.61757611,2017
3928,A83632,34.8243702,2018
3929,A83632,35.03116428,2019
3930,A83632,35.03116428,2020
3931,A83632,35.03116428,2021
3932,A83632,35.03116428,2022
3933,A83632,35.03116428,2023
3934,A83632,35.03116428,2024
3935,A83632,35.03116428,2025
3936,A83634,38.57712535,2010
3937,A83634,38.64455955,2011
3938,A83634,38.71199376,2012
3939,A83634,38.77942796,2013
3940,A83634,38.84686217,2014
3941,A83634,38.91429637,2015
3942,A83634,38.5140663,2016
3943,A83634,38.11383623,2017
3944,A83634,37.71360616,2018
3945,A83634,37.31337609,2019
3946,A83634,37.31337609,2020
3947,A83634,37.31337609,2021
3948,A83634,37.31337609,2022
3949,A83634,37.31337609,2023
3950,A83634,37.31337609,2024
3951,A83634,37.31337609,2025
3952,A83635,21.00712016,2010
3953,A83635,20.83118292,2011
3954,A83635,20.65524568,2012
3955,A83635,20.47930845,2013
3956,A83635,20.30337121,2014
3957,A83635,20.12743397,2015
3958,A83635,20.12604993,2016
3959,A83635,20.12466589,2017
3960,A83635,20.12328185,2018
3961,A83635,20.12189781,2019
3962,A83635,20.12189781,2020
3963,A83635,20.12189781,2021
3964,A83635,20.12189781,2022
3965,A83635,20.12189781,2023
3966,A83635,20.12189781,2024
3967,A83635,20.12189781,2025
3968,A83636,28.3574279,2010
3969,A83636,27.44196635,2011
3970,A83636,26.52650481,2012
3971,A83636,25.61104326,2013
3972,A83636,24.69558172,2014
3973,A83636,23.78012017,2015
3974,A83636,24.30805953,2016
3975,A83636,24.83599889,2017
3976,A83636,25.36393824,2018
3977,A83636,25.8918776,2019
3978,A83636,25.8918776,2020
3979,A83636,25.8918776,2021
3980,A83636,25.8918776,2022
3981,A83636,25.8918776,2023
3982,A83636,25.8918776,2024
3983,A83636,25.8918776,2025
3984,A83637,27.28915883,2010
3985,A83637,27.33974271,2011
3986,A83637,27.39032658,2012
3987,A83637,27.44091046,2013
3988,A83637,27.49149433,2014
3989,A83637,27.54207821,2015
3990,A83637,27.93697418,2016
3991,A83637,28.33187015,2017
3992,A83637,28.72676611,2018
3993,A83637,29.12166208,2019
3994,A83637,29.12166208,2020
3995,A83637,29.12166208,2021
3996,A83637,29.12166208,2022
3997,A83637,29.12166208,2023
3998,A83637,29.12166208,2024
3999,A83637,29.12166208,2025
4000,A83638,38.62875204,2010
4001,A83638,39.12820861,2011
4002,A83638,39.62766518,2012
4003,A83638,40.12712174,2013
4004,A83638,40.62657831,2014
4005,A83638,41.12603488,2015
4006,A83638,41.12603488,2016
4007,A83638,41.12603488,2017
4008,A83638,41.12603488,2018
4009,A83638,41.12603488,2019
4010,A83638,41.12603488,2020
4011,A83638,41.12603488,2021
4012,A83638,41.12603488,2022
4013,A83638,41.12603488,2023
4014,A83638,41.12603488,2024
4015,A83638,41.12603488,2025
4016,A83639,33.41211417,2010
4017,A83639,33.41211417,2011
4018,A83639,33.41211417,2012
4019,A83639,33.41211417,2013
4020,A83639,33.41211417,2014
4021,A83639,33.41211417,2015
4022,A83639,33.41211417,2016
4023,A83639,33.41211417,2017
4024,A83639,33.41211417,2018
4025,A83639,33.41211417,2019
4026,A83639,33.41211417,2020
4027,A83639,33.41211417,2021
4028,A83639,33.41211417,2022
4029,A83639,33.41211417,2023
4030,A83639,33.41211417,2024
4031,A83639,33.41211417,2025
4032,A83641,36.4367027,2010
4033,A83641,36.23397125,2011
4034,A83641,36.0312398,2012
4035,A83641,35.82850835,2013
4036,A83641,35.6257769,2014
4037,A83641,35.42304545,2015
4038,A83641,36.09306138,2016
4039,A83641,36.76307732,2017
4040,A83641,37.43309325,2018
4041,A83641,38.10310918,2019
4042,A83641,38.10310918,2020
4043,A83641,38.10310918,2021
4044,A83641,38.10310918,2022
4045,A83641,38.10310918,2023
4046,A83641,38.10310918,2024
4047,A83641,38.10310918,2025
4048,A83644,31.14259577,2010
4049,A83644,31.44858341,2011
4050,A83644,31.75457106,2012
4051,A83644,32.0605587,2013
4052,A83644,32.36654635,2014
4053,A83644,32.67253399,2015
4054,A83644,32.83838575,2016
4055,A83644,33.00423752,2017
4056,A83644,33.17008928,2018
4057,A83644,33.33594104,2019
4058,A83644,33.33594104,2020
4059,A83644,33.33594104,2021
4060,A83644,33.33594104,2022
4061,A83644,33.33594104,2023
4062,A83644,33.33594104,2024
4063,A83644,33.33594104,2025
4064,A84002,13.33165473,2010
4065,A84002,13.56933517,2011
4066,A84002,13.8070156,2012
4067,A84002,14.04469604,2013
4068,A84002,14.28237647,2014
4069,A84002,14.52005691,2015
4070,A84002,15.04978006,2016
4071,A84002,15.5795032,2017
4072,A84002,16.10922635,2018
4073,A84002,16.63894949,2019
4074,A84002,16.63894949,2020
4075,A84002,16.63894949,2021
4076,A84002,16.63894949,2022
4077,A84002,16.63894949,2023
4078,A84002,16.63894949,2024
4079,A84002,16.63894949,2025
4080,A84003,34.77793115,2010
4081,A84003,34.36634155,2011
4082,A84003,33.95475195,2012
4083,A84003,33.54316235,2013
4084,A84003,33.13157275,2014
4085,A84003,32.71998315,2015
4086,A84003,33.32245636,2016
4087,A84003,33.92492958,2017
4088,A84003,34.52740279,2018
4089,A84003,35.129876,2019
4090,A84003,35.129876,2020
4091,A84003,35.129876,2021
4092,A84003,35.129876,2022
4093,A84003,35.129876,2023
4094,A84003,35.129876,2024
4095,A84003,35.129876,2025
4096,A84005,21.17083286,2010
4097,A84005,21.08357824,2011
4098,A84005,20.99632362,2012
4099,A84005,20.90906901,2013
4100,A84005,20.82181439,2014
4101,A84005,20.73455977,2015
4102,A84005,21.43743237,2016
4103,A84005,22.14030497,2017
4104,A84005,22.84317756,2018
4105,A84005,23.54605016,2019
4106,A84005,23.54605016,2020
4107,A84005,23.54605016,2021
4108,A84005,23.54605016,2022
4109,A84005,23.54605016,2023
4110,A84005,23.54605016,2024
4111,A84005,23.54605016,2025
4112,A84006,15.69355484,2010
4113,A84006,15.63210524,2011
4114,A84006,15.57065564,2012
4115,A84006,15.50920605,2013
4116,A84006,15.44775645,2014
4117,A84006,15.38630685,2015
4118,A84006,15.29348848,2016
4119,A84006,15.20067012,2017
4120,A84006,15.10785175,2018
4121,A84006,15.01503338,2019
4122,A84006,15.01503338,2020
4123,A84006,15.01503338,2021
4124,A84006,15.01503338,2022
4125,A84006,15.01503338,2023
4126,A84006,15.01503338,2024
4127,A84006,15.01503338,2025
4128,A84007,9.181176831,2010
4129,A84007,9.141364124,2011
4130,A84007,9.101551417,2012
4131,A84007,9.061738711,2013
4132,A84007,9.021926004,2014
4133,A84007,8.982113297,2015
4134,A84007,8.921541146,2016
4135,A84007,8.860968995,2017
4136,A84007,8.800396843,2018
4137,A84007,8.739824692,2019
4138,A84007,8.739824692,2020
4139,A84007,8.739824692,2021
4140,A84007,8.739824692,2022
4141,A84007,8.739824692,2023
4142,A84007,8.739824692,2024
4143,A84007,8.739824692,2025
4144,A84008,19.93669989,2010
4145,A84008,20.14517231,2011
4146,A84008,20.35364473,2012
4147,A84008,20.56211715,2013
4148,A84008,20.77058957,2014
4149,A84008,20.97906199,2015
4150,A84008,21.09873431,2016
4151,A84008,21.21840664,2017
4152,A84008,21.33807896,2018
4153,A84008,21.45775128,2019
4154,A84008,21.45775128,2020
4155,A84008,21.45775128,2021
4156,A84008,21.45775128,2022
4157,A84008,21.45775128,2023
4158,A84008,21.45775128,2024
4159,A84008,21.45775128,2025
4160,A84009,33.4531971,2010
4161,A84009,33.18557897,2011
4162,A84009,32.91796084,2012
4163,A84009,32.65034271,2013
4164,A84009,32.38272458,2014
4165,A84009,32.11510645,2015
4166,A84009,33.31906499,2016
4167,A84009,34.52302354,2017
4168,A84009,35.72698208,2018
4169,A84009,36.93094062,2019
4170,A84009,36.93094062,2020
4171,A84009,36.93094062,2021
4172,A84009,36.93094062,2022
4173,A84009,36.93094062,2023
4174,A84009,36.93094062,2024
4175,A84009,36.93094062,2025
4176,A84011,9.988027618,2010
4177,A84011,9.937127809,2011
4178,A84011,9.886227999,2012
4179,A84011,9.83532819,2013
4180,A84011,9.78442838,2014
4181,A84011,9.733528571,2015
